exp_type,algo,variant,cv_mean,cvr_mean,cvr_std,L0_mean,cvr_max
ablation,dg,baseline,0.7,0.47778000000000004,0.11613475046973093,54.51980595829072,0.8151
ablation,vag,baseline,0.7,0.5209533333333334,0.13948562108292342,77.63740167516241,0.7819
ablation,nsga,baseline,0.7,0.08838333333333333,0.057310563792569894,6.086370744021841,0.2543
ablation,rosa,full,0.7,0.08196666666666667,0.057031110418398444,0.0,0.2734
ablation,rosa,norisk,0.7,0.08807999999999999,0.05470165384458987,6.462216576243228,0.2092
