exp_type,algo,cv_mean,cvr_mean,cvr_std,L0_mean,cvr_max
bimodal,dg,,0.3407720000000001,0.1089888031680319,12.980288764082129,0.7013
bimodal,vag,,0.30214,0.113322751466773,15.43822787713078,0.6032
bimodal,nsga,,0.0008219999999999999,0.0011849540075462846,0.0,0.0061
bimodal,rosa,,8.4e-05,0.0001346996659238619,0.0,0.0007
